date,T,c,h,l,n,o,t,v,vw
2025-04-04,MSFT,359.84,374.59,359.48,811766,364.125,1743796800000,49209854.0,364.7524
2025-04-04,AMZN,171,178.1436,166,1529093,167.145,1743796800000,123136859.0,173.2165
2025-04-04,AMGN,294.39,312.11,293.72,116205,312.11,1743796800000,5253288.0,299.538
2025-04-04,VZ,43.03,45.8,42.802,282627,44.76,1743796800000,42663375.0,43.8317
2025-04-04,CSCO,54.54,57.47,54.44,345656,56.656,1743796800000,42924448.0,55.6287
2025-04-04,JNJ,153.24,159.82,152.93,224838,159.155,1743796800000,16601728.0,155.2401
2025-04-04,CAT,288.08,294.2914,281.5013,148500,285,1743796800000,7216842.0,288.8185
2025-04-04,AXP,233.68,238.97,228.62,166091,237.92,1743796800000,9097521.0,234.5905
2025-04-04,IBM,227.48,240.16,226.88,144402,238,1743796800000,7407096.0,232.2048
2025-04-04,UNH,525.05,551.741,524.84,209129,540.64,1743796800000,9918989.0,536.4464
2025-04-04,SHW,332.06,348.75,330.98,76931,339.62,1743796800000,4338841.0,337.0282
2025-04-04,V,313.13,334.65,312.12,244300,330,1743796800000,13190885.0,321.0853
2025-04-04,KO,69.93,73.01,69.79,282820,72.42,1743796800000,26517289.0,70.9007
2025-04-04,CVX,143.28,152.46,142.75,325500,151.755,1743796800000,20374716.0,145.8071
2025-04-04,JPM,210.28,217.7,208.93,403674,215.305,1743796800000,27170689.0,212.1591
2025-04-04,DIS,83.53,87.54,83.08,274275,86,1743796800000,22580894.0,84.7292
2025-04-04,PG,163.75,173.6,163.47,198785,171.765,1743796800000,13454205.0,167.6186
2025-04-04,MCD,300.11,314.96,299.3,160033,314.57,1743796800000,8831090.0,305.7132
2025-04-04,WMT,83.19,87.39,82.65,409836,85.64,1743796800000,36006015.0,84.7464
2025-04-04,GS,470.81,491.9998,460,196931,487,1743796800000,8105212.0,473.7314
2025-04-04,TRV,242.26,258.01,239.835,57645,257.22,1743796800000,2472218.0,244.8924
2025-04-04,HD,353.9,365.44,349.04,177108,350.71,1743796800000,7531133.0,357.0121
2025-04-04,NKE,57.25,59.22,52.5,601307,53.22,1743796800000,67775713.0,56.6947
2025-04-04,MMM,126.91,135.3122,126.43,121690,134.19,1743796800000,9609106.0,130.8
2025-04-04,MRK,81.47,86.27,81.08,252233,86.12,1743796800000,22965747.0,82.511
2025-04-07,MSFT,357.86,370.9999,344.79,911613,350.88,1744056000000,50424998.0,356.0197
2025-04-07,AMZN,175.26,183.4099,161.38,1420151,162,1744056000000,109297115.0,172.6692
2025-04-07,AAPL,181.46,194.15,174.62,2117014,177.2,1744056000000,160406286.0,180.5647
2025-04-07,GS,465.51,489.98,439.38,140591,446.9,1744056000000,6353791.0,461.0298
2025-04-07,NVDA,97.64,101.75,86.62,5164574,87.46,1744056000000,610884947.0,94.8995
2025-04-07,CVX,140.15,146.19,137.29,268975,138.73,1744056000000,17816954.0,140.047
2025-04-07,HON,187.46,196.2299,183.39,131179,190.81,1744056000000,9352215.0,188.186
2025-04-07,INTC,19.57,20.67,18.56,698220,19.14,1744056000000,142491152.0,19.3992
2025-04-07,CSCO,54.41,56.12,52.11,383317,53.38,1744056000000,46816197.0,54.1878
2025-04-07,KO,68.37,69.38,66.05,342808,66.23,1744056000000,34258363.0,67.9935
2025-04-07,CAT,280.06,294.3492,267.3,138693,276,1744056000000,7824699.0,278.7027
2025-04-07,PG,160.23,164.695,159.19,205233,163.66,1744056000000,15708009.0,160.8124
2025-04-07,VZ,42.58,43.3348,41.25,259431,41.53,1744056000000,38811994.0,42.4778
2025-04-07,IBM,225.78,232.29,214.5,142478,219.24,1744056000000,7797889.0,223.5642
2025-04-07,WMT,83.83,86.26,79.81,412147,80.24,1744056000000,36884944.0,83.2091
2025-04-07,BA,138.86,143.9722,128.8801,273589,132.05,1744056000000,18817877.0,135.8602
2025-04-07,JNJ,150.62,152.71,147.4,253777,151.28,1744056000000,18083040.0,149.7646
2025-04-07,NKE,55.61,57.18,53.4,413379,55.4,1744056000000,45374363.0,54.9092
2025-04-07,CRM,244.21,252.95,230,198031,230,1744056000000,11965180.0,241.6427
2025-04-07,MCD,299.89,304.88,290.5,135459,292.6,1744056000000,7725857.0,298.3374
2025-04-07,DIS,83.3,86.63,80.1,234010,80.99,1744056000000,20455994.0,82.9275
2025-04-07,AMGN,289.69,296.94,281.6955,97356,287.69,1744056000000,4922983.0,289.1811
2025-04-07,UNH,524.7,529.2,503.59,151884,513.4,1744056000000,7356702.0,521.0492
2025-04-07,MMM,128.55,134.37,121.9771,102752,124.73,1744056000000,7174970.0,127.973
2025-04-07,SHW,322.81,336.69,316.7556,62937,324.84,1744056000000,3240416.0,323.2272
2025-04-07,V,312.32,322.18,299,239091,302.07,1744056000000,12163443.0,309.4744
2025-04-07,HD,341.51,354.22,333.5,153837,344.3,1744056000000,6950486.0,340.3477
2025-04-07,AXP,234.28,241.94,220.43,118884,225.285,1744056000000,6283581.0,230.8885
2025-04-07,JPM,214.44,222.053,202.16,319871,205.77,1744056000000,22914370.0,212.1025
2025-04-07,TRV,233.83,243.44,230.43,56093,237.55,1744056000000,2425831.0,234.4678
2025-04-07,MRK,81.18,83.21,79.3,239205,81.01,1744056000000,26581980.0,80.938
2025-04-08,MSFT,354.56,373.65,350.25,627042,368.255,1744142400000,35868918.0,361.4573
2025-04-08,CRM,243.99,257.3855,240.266,166302,253.95,1744142400000,9277810.0,248.5407
2025-04-08,AXP,231.39,247,227.36,89822,245.83,1744142400000,4782062.0,236.3806
2025-04-08,CAT,273.94,291.78,268.275,103540,289.89,1744142400000,4982258.0,277.8094
2025-04-08,CVX,136.93,144.49,134.87,202610,144.15,1744142400000,12904424.0,139.2553
2025-04-08,AMGN,280.26,294.0109,277.51,74885,289.25,1744142400000,4097249.0,284.6585
2025-04-08,AAPL,172.42,190.335,169.2101,1671524,186.7,1744142400000,120696904.0,179.0738
2025-04-08,BA,139.39,147.77,137.4,207586,146.85,1744142400000,14527902.0,143.3038
2025-04-08,NVDA,96.3,105.85,94.46,3957083,103.805,1744142400000,476243390.0,100.8254
2025-04-08,KO,68.42,69.9815,67.76,214928,68.96,1744142400000,22774425.0,68.961
2025-04-08,AMZN,170.66,185.9,168.57,1146023,185.23,1744142400000,87710360.0,176.4128
2025-04-08,WMT,81.79,86.965,81.03,369476,85.85,1744142400000,34351744.0,83.6747
2025-04-08,NKE,53.27,58.77,52.37,295869,58.77,1744142400000,30404286.0,55.0918
2025-04-08,CSCO,53.19,55.865,52.715,254165,54.735,1744142400000,37376985.0,54.1565
2025-04-08,HD,335.24,354,329.74,117153,350.38,1744142400000,4868020.0,339.9172
2025-04-08,INTC,18.13,20.39,17.665,639424,20.06,1744142400000,163982681.0,18.9234
2025-04-08,PG,158.39,163.28,156.71,131592,162.31,1744142400000,11541114.0,159.836
2025-04-08,JPM,216.87,227.8378,213.25,263317,223.52,1744142400000,19485734.0,220.8233
2025-04-08,MMM,127.16,133.87,124.82,82767,132.24,1744142400000,5497234.0,129.6313
2025-04-08,UNH,553.08,585.01,547.46,217806,582.17,1744142400000,11762283.0,559.7011
2025-04-08,IBM,221.03,233.05,217.28,108122,232.56,1744142400000,6849996.0,224.2558
2025-04-08,V,308.27,326.28,303.93,175633,322.24,1744142400000,9569298.0,314.861
2025-04-08,GS,462.22,491.9237,452.83,108875,488.25,1744142400000,4240876.0,472.8313
2025-04-08,MCD,299.83,308.25,294.92,100701,303.78,1744142400000,5562462.0,301.8277
2025-04-08,DIS,81.72,86.95,80.85,176313,85.95,1744142400000,14845638.0,83.7802
2025-04-08,HON,182.86,191.17,180.83,106848,188.24,1744142400000,6948856.0,186.0252
2025-04-08,SHW,313.51,331.99,308.84,59924,327.46,1744142400000,3115435.0,319.6618
2025-04-08,TRV,236.53,242.855,233.08,44369,241.85,1744142400000,2109533.0,237.7474
2025-04-08,MRK,78.95,83.27,77.54,203348,83.21,1744142400000,20571573.0,79.6989
2025-04-08,JNJ,150,153.59,148,158666,153.59,1744142400000,12018391.0,150.8857
2025-04-08,VZ,42.17,43.215,41.68,218440,43,1744142400000,29790184.0,42.5824
2025-04-09,TRV,248.1,248.71,230.47,50872,231.24,1744228800000,2424682.0,241.9696
2025-04-09,CSCO,58.13,58.43,52.67,360842,53.08,1744228800000,53380792.0,56.4524
2025-04-09,INTC,21.53,21.73,17.975,890324,18.07,1744228800000,223917890.0,20.2894
2025-04-09,VZ,42.89,43.52,40.88,343007,41.675,1744228800000,49426024.0,42.255
2025-04-09,WMT,89.6,90.8,83.02,454366,83.325,1744228800000,46632755.0,87.409
2025-04-09,BA,160.82,162.43,137.9431,236761,138.845,1744228800000,16775246.0,152.2879
2025-04-09,NKE,59.32,59.55,52.48,401332,53.28,1744228800000,44732546.0,56.5769
2025-04-09,MSFT,390.49,393.225,353.1,767323,353.535,1744228800000,50199696.0,379.0287
2025-04-09,JPM,234.34,237.48,211,310954,212.5,1744228800000,24022350.0,226.0051
2025-04-09,AAPL,198.85,200.61,171.89,2212956,171.95,1744228800000,184261774.0,187.9565
2025-04-09,AMZN,191.1,192.65,169.93,1310706,172.115,1744228800000,116804328.0,182.3345
2025-04-09,HD,355.39,356.04,326.31,145985,328.6,1744228800000,6792988.0,342.954
2025-04-09,HON,199.1,199.78,179.36,117768,180.5,1744228800000,9141303.0,194.8995
2025-04-09,NVDA,114.33,115.1,97.5301,4970681,98.89,1744228800000,612830336.0,106.7496
2025-04-09,V,332.43,334.03,305.635,200190,305.635,1744228800000,11361801.0,322.5279
2025-04-09,PG,162.32,164.68,156.69,147494,157.36,1744228800000,10670212.0,160.8863
2025-04-09,GS,516.87,522,447.11,148839,451.36,1744228800000,7024087.0,490.5287
2025-04-09,JNJ,150.97,153.19,141.5,239611,142.2,1744228800000,18773742.0,148.9073
2025-04-09,CRM,265.17,268.17,240.9,191352,240.9,1744228800000,12491148.0,256.2502
2025-04-09,IBM,235.31,236.3,215.1636,113296,217.12,1744228800000,7302808.0,229.5564
2025-04-09,CAT,301.01,301.8566,269.13,128684,270.76,1744228800000,6457333.0,288.5762
2025-04-09,AMGN,291.09,291.5,267.4,96643,268.91,1744228800000,6055689.0,284.7727
2025-04-09,MRK,81.91,81.99,76,240432,76.76,1744228800000,22928259.0,79.5227
2025-04-09,UNH,578.5,589.4043,554.46,233173,560.14,1744228800000,12691858.0,572.5246
2025-04-09,CVX,146.03,147.47,133.88,245294,135.02,1744228800000,16840539.0,141.2855
2025-04-09,KO,69.95,70.47,67.28,256157,67.92,1744228800000,27918675.0,68.973
2025-04-09,MCD,303.96,311.65,296.715,144546,297.41,1744228800000,8265701.0,302.1277
2025-04-09,DIS,91.44,92.25,81.19,267493,81.29,1744228800000,24970930.0,87.5442
2025-04-09,MMM,138.32,139.23,123.4443,98786,125,1744228800000,6428141.0,133.853
2025-04-09,SHW,336.25,339.11,309.72,61975,312.23,1744228800000,3253132.0,329.2932
2025-04-09,AXP,262.36,264.77,226.26,140091,226.96,1744228800000,8640614.0,249.3889
2025-04-10,AAPL,190.42,194.7799,183,1500041,189.065,1744315200000,121879981.0,189.982
2025-04-10,AMGN,281.41,288.5225,269.67,93769,287.98,1744315200000,4679096.0,279.2928
2025-04-10,AMZN,181.22,186.8692,175.8518,925662,185.44,1744315200000,68302045.0,181.651
2025-04-10,KO,70.76,71.205,68.98,238606,70.19,1744315200000,22450163.0,70.4003
2025-04-10,CAT,289.16,298.27,279.8,83369,296.68,1744315200000,4116825.0,288.3411
2025-04-10,GS,489.8,503.1,474,116862,503.1,1744315200000,5374481.0,488.5669
2025-04-10,VZ,42.92,43.24,41.85,269269,42.49,1744315200000,36501740.0,42.697
2025-04-10,HON,193.39,199.55,188.8,89716,196.99,1744315200000,5821691.0,193.4756
2025-04-10,MSFT,381.35,383.9,367.8,576387,382.06,1744315200000,38014918.0,378.8979
2025-04-10,WMT,90.61,91.87,88.1634,373867,88.73,1744315200000,34735323.0,90.2931
2025-04-10,CSCO,56.59,57.94,55,278440,57.82,1744315200000,31964574.0,56.5683
2025-04-10,PG,163.56,165.07,160.75,141590,162.9,1744315200000,10581571.0,163.2895
2025-04-10,NVDA,107.57,110.86,99.15,3646230,109.37,1744315200000,437770503.0,107.6506
2025-04-10,INTC,19.88,20.82,19.16,524408,20.675,1744315200000,129064855.0,19.9399
2025-04-10,HD,353.62,355.29,339.66,112561,352.85,1744315200000,5574797.0,350.6702
2025-04-10,MRK,77.55,81.12,75.96,197225,80.61,1744315200000,19466863.0,77.6831
2025-04-10,MMM,132.97,135.785,128.68,69429,135.75,1744315200000,4757145.0,132.7744
2025-04-10,SHW,329.91,334.4,318.33,49373,332.95,1744315200000,2470870.0,327.6237
2025-04-10,DIS,85.23,89.01,83.07,195662,88.92,1744315200000,16376962.0,85.5177
2025-04-10,TRV,245.17,248.605,239.42,38239,246.65,1744315200000,1781965.0,244.8239
2025-04-10,AXP,246.89,255.5,238.5196,93019,255.015,1744315200000,4799892.0,246.5506
2025-04-10,MCD,306.78,307.63,296.915,111370,301.34,1744315200000,6049543.0,303.6445
2025-04-10,IBM,229.55,232.57,222.02,100658,231,1744315200000,5656108.0,228.4927
2025-04-10,NKE,54.4,57.25,52.28,469610,57.225,1744315200000,53919806.0,53.9305
2025-04-10,BA,155.52,157.345,149.41,147967,154.98,1744315200000,10374984.0,154.4872
2025-04-10,UNH,594.4,601.88,580,176604,580.235,1744315200000,8645986.0,592.6957
2025-04-10,CRM,255.12,261.24,248.13,150634,260,1744315200000,9692344.0,254.5656
2025-04-10,V,324.61,330.16,313.27,151429,328.02,1744315200000,8709762.0,323.5136
2025-04-10,CVX,134.98,143.63,133.45,262071,143.22,1744315200000,20991216.0,136.537
2025-04-10,JPM,227.11,230.3499,220.1,265747,230,1744315200000,18896082.0,226.3717
2025-04-10,JNJ,148.69,151.2,145.13,191119,150.37,1744315200000,13830474.0,148.0741
2025-04-11,IBM,235.48,237.58,227.51,73454,229.72,1744401600000,4325895.0,234.227
2025-04-11,CAT,293.45,295.41,284.14,64171,288.95,1744401600000,3197931.0,290.9289
2025-04-11,AXP,251.13,252.77,243.135,77144,246.89,1744401600000,4413488.0,249.03
2025-04-11,PG,166.91,168.015,162.62,109854,163.37,1744401600000,8603200.0,166.3287
2025-04-11,AMGN,285.98,287.9,277.1,59074,282.5,1744401600000,3467087.0,283.9378
2025-04-11,AAPL,198.15,199.54,186.06,1073191,186.1,1744401600000,87435915.0,195.623
2025-04-11,MSFT,388.45,390.05,378.89,375873,380.635,1744401600000,23239220.0,386.4732
2025-04-11,CVX,135.63,137.122,132.04,240863,135.01,1744401600000,17224405.0,134.9159
2025-04-11,BA,156.84,157.59,152,124162,154.62,1744401600000,8810699.0,155.2249
2025-04-11,NVDA,110.93,111.5499,107.48,2349308,108.5,1744401600000,313052615.0,109.8128
2025-04-11,CRM,255,256.41,247.675,104954,254.27,1744401600000,6089003.0,253.4255
2025-04-11,AMZN,184.87,185.86,178,638386,179.93,1744401600000,50594339.0,182.6453
2025-04-11,KO,71.43,71.85,70.54,187695,70.905,1744401600000,19988203.0,71.3212
2025-04-11,SHW,336.77,337.76,320.42,42409,320.42,1744401600000,2032654.0,331.2924
2025-04-11,CSCO,57.33,57.8,56.28,195821,56.67,1744401600000,23036936.0,57.1844
2025-04-11,JNJ,151.73,152.35,148.19,124435,149.33,1744401600000,9943851.0,150.8885
2025-04-11,NKE,54.39,55.03,52.86,223174,54.4,1744401600000,22617097.0,54.0157
2025-04-11,HD,353.86,354.47,344.2,80416,350.31,1744401600000,3576408.0,351.3081
2025-04-11,TRV,245.13,246.61,240.44,30521,245.17,1744401600000,1367030.0,244.4755
2025-04-11,INTC,19.74,19.795,18.175,486440,19.245,1744401600000,128425810.0,19.0208
2025-04-11,MRK,79.18,79.44,76.35,161533,77.87,1744401600000,16194426.0,78.2541
2025-04-11,JPM,236.2,238.575,225,258642,226.31,1744401600000,20284450.0,234.5185
2025-04-11,GS,494.44,498.52,478.58,94095,487,1744401600000,3770238.0,490.0678
2025-04-11,DIS,84.89,85.6659,83.35,130394,85.11,1744401600000,10204364.0,84.5617
2025-04-11,MCD,309.9,310.89,303.9601,77008,306.47,1744401600000,4440059.0,308.2832
2025-04-11,MMM,135.95,136.485,131.6608,48251,133.13,1744401600000,3337840.0,134.9406
2025-04-11,VZ,43.73,43.9,43.1,198657,43.85,1744401600000,30144342.0,43.662
2025-04-11,WMT,92.8,93.35,90.01,290661,90.68,1744401600000,25508136.0,92.2102
2025-04-11,V,333.4,336.98,322.54,122321,324.43,1744401600000,6804507.0,331.6534
2025-04-11,HON,198.55,199.41,191.6001,73763,192.78,1744401600000,5102934.0,196.9766
2025-04-11,UNH,599.47,606.36,586.53,120706,588.92,1744401600000,6121458.0,598.6476
2025-04-14,AMZN,182.12,187.44,179.23,656762,186.84,1744660800000,48002540.0,182.9501
2025-04-14,NVDA,110.71,114.29,109.07,2091364,114.11,1744660800000,264683346.0,111.5965
2025-04-14,AXP,255.38,257.62,252.16,60626,256.52,1744660800000,3067443.0,255.3281
2025-04-14,INTC,20.31,21.05,19.9801,400992,20.59,1744660800000,101964371.0,20.4553
2025-04-14,AAPL,202.52,212.94,201.1621,1272714,211.44,1744660800000,101352911.0,205.5914
2025-04-14,IBM,239.06,241.77,236.73,61709,239.77,1744660800000,3321717.0,239.2759
2025-04-14,WMT,94.73,95.44,92.9,290012,93.27,1744660800000,27742915.0,94.4581
2025-04-14,MSFT,387.81,394.65,384.21,334133,393.22,1744660800000,19230622.0,388.9926
2025-04-14,CVX,135.32,138.535,134.1,151657,138.48,1744660800000,9628152.0,135.7946
2025-04-14,VZ,44.3,44.65,43.61,172810,43.9,1744660800000,24322951.0,44.2986
2025-04-14,KO,72.45,72.66,70.93,144950,71.3,1744660800000,13930207.0,72.2066
2025-04-14,BA,159.28,162.55,157.6001,98133,159.82,1744660800000,7288736.0,159.8737
2025-04-14,PG,169.13,170.11,165.78,102843,167.04,1744660800000,9877411.0,168.8325
2025-04-14,CAT,298.12,302.48,295.71,66997,298.67,1744660800000,2758813.0,298.9816
2025-04-14,DIS,84.66,86.45,84.03,129624,85.83,1744660800000,10841307.0,85.0814
2025-04-14,NKE,55.41,56.6899,54.67,189169,55.64,1744660800000,28346563.0,55.5721
2025-04-14,HD,357.2,359.02,353.6,69686,357.8,1744660800000,2842090.0,356.8679
2025-04-14,UNH,587.06,595.63,579.29,112833,595,1744660800000,4839273.0,586.3974
2025-04-14,MCD,316.07,318.2,311.13,80679,312.43,1744660800000,4068713.0,315.7727
2025-04-14,AMGN,293.92,295.18,285.21,47990,286.77,1744660800000,2492955.0,291.9898
2025-04-14,CRM,254.55,260,253.14,90402,260,1744660800000,6038546.0,255.3358
2025-04-14,SHW,341.02,342.73,336,35690,339.02,1744660800000,1632350.0,340.2286
2025-04-14,HON,200.25,201.36,198.2,54472,199.02,1744660800000,4492187.0,200.2105
2025-04-14,JNJ,154.36,154.67,151.1658,135368,151.585,1744660800000,10685338.0,153.7123
2025-04-14,V,335.18,339.6099,333.14,95759,336.41,1744660800000,5011279.0,336.0016
2025-04-14,CSCO,57.41,58.21,57.095,132937,57.89,1744660800000,15657742.0,57.5889
2025-04-14,MMM,136.01,138.29,134.43,54422,138.11,1744660800000,3815806.0,136.0716
2025-04-14,JPM,234.72,239.78,233.6301,168219,237.1,1744660800000,12982674.0,235.4773
2025-04-14,MRK,79.17,80.02,78.36,160487,80.02,1744660800000,15796686.0,79.1397
2025-04-14,TRV,250.84,252.2695,247.555,25863,248.53,1744660800000,1017874.0,250.8387
2025-04-14,GS,503.98,511.9999,497.15,100811,510,1744660800000,4392587.0,504.4898
2025-04-15,AXP,257.86,260.63,255.3,61536,256,1744747200000,3509063.0,258.3451
2025-04-15,MSFT,385.73,391.89,384.1599,272410,388.505,1744747200000,17189890.0,386.9039
2025-04-15,VZ,44.48,44.685,44.215,132855,44.5,1744747200000,21795311.0,44.4955
2025-04-15,INTC,19.85,20.47,19.81,229183,20.2,1744747200000,64056845.0,20.0372
2025-04-15,AAPL,202.14,203.51,199.8,595846,201.855,1744747200000,51343872.0,202.1396
2025-04-15,KO,71.86,72.63,71.725,143589,72.62,1744747200000,14965492.0,72.0227
2025-04-15,CVX,134.54,136.63,134.25,139160,134.32,1744747200000,9334825.0,135.0613
2025-04-15,JNJ,153.62,156.3,152.1,138737,155.7,1744747200000,10847653.0,153.6206
2025-04-15,AMZN,179.59,182.35,177.9331,564756,181.41,1744747200000,43617902.0,180.07
2025-04-15,HON,198.81,202.36,198.39,49123,200.83,1744747200000,3019515.0,199.6909
2025-04-15,BA,155.52,159.1201,155.275,149899,155.275,1744747200000,11541122.0,156.5991
2025-04-15,CSCO,57.2,57.91,57.06,113575,57.87,1744747200000,18543575.0,57.3205
2025-04-15,V,335.81,339.39,335,83760,336.72,1744747200000,4386214.0,337.0367
2025-04-15,NVDA,112.2,113.615,110.5,1711150,110.97,1744747200000,228966900.0,111.6971
2025-04-15,IBM,240.7,241.53,238.27,59140,239.55,1744747200000,3363708.0,240.3855
2025-04-15,HD,354.11,361.4446,353.3201,66064,356.56,1744747200000,2883120.0,355.5452
2025-04-15,MRK,78.39,79.96,77.72,130827,79.55,1744747200000,16042488.0,78.5279
2025-04-15,DIS,85.01,85.98,84.52,99774,84.75,1744747200000,7840454.0,85.2898
2025-04-15,WMT,93.97,96.03,93.87,223942,94.82,1744747200000,21871213.0,94.6763
2025-04-15,TRV,249.66,252.3073,249.07,30489,249.94,1744747200000,1326485.0,250.1338
2025-04-15,CRM,254.93,256.72,253.8,80083,254.37,1744747200000,5227671.0,255.1538
2025-04-15,PG,168.47,170.16,168.28,79876,169.14,1744747200000,7698478.0,168.8519
2025-04-15,MMM,135.26,137.4708,135.14,43953,136.01,1744747200000,2541840.0,136.0194
2025-04-15,JPM,233.13,238.65,232.82,130626,236.1,1744747200000,10912883.0,234.6749
2025-04-15,AMGN,295.3,296.17,292.14,45601,294.305,1744747200000,2593614.0,294.7717
2025-04-15,UNH,583.59,592.86,582.01,84799,592.24,1744747200000,3871279.0,584.5238
2025-04-15,MCD,312.48,317.195,311.84,57497,316.13,1744747200000,2901367.0,313.2081
2025-04-15,NKE,54.83,55.3934,54.1666,149378,54.68,1744747200000,15977116.0,54.7019
2025-04-15,GS,507.89,518.65,507,67544,507.41,1744747200000,2501170.0,511.8875
2025-04-15,CAT,293.43,301.73,292.39,68780,296.83,1744747200000,3611291.0,295.2519
2025-04-15,SHW,336.88,341.92,336.32,29777,339.3,1744747200000,1247909.0,338.609
2025-04-16,AAPL,194.27,200.7,192.37,744248,198.36,1744833600000,59727673.0,195.8891
2025-04-16,MSFT,371.61,381.61,368,375760,380.67,1744833600000,21950776.0,373.9289
2025-04-16,CSCO,55.76,57.08,55.42,140612,56.57,1744833600000,20551318.0,56.0972
2025-04-16,WMT,91.19,94.3,90.61,245100,94,1744833600000,22229105.0,91.6738
2025-04-16,AMZN,174.33,179.1046,171.41,685435,176.29,1744833600000,51866916.0,174.8519
2025-04-16,BA,156.47,157.6589,153.545,95992,154.365,1744833600000,6809550.0,155.6847
2025-04-16,INTC,19.23,19.43,18.72,318858,19.34,1744833600000,89469703.0,19.1588
2025-04-16,HON,193.28,198.59,192.51,63392,197.5,1744833600000,4129331.0,194.6153
2025-04-16,JNJ,153.91,155.63,152.24,111562,155.37,1744833600000,7987296.0,153.9245
2025-04-16,AMGN,282.64,294.75,281.03,53239,294.74,1744833600000,2656374.0,284.7187
2025-04-16,IBM,238.57,243.2999,235.89,80960,240.28,1744833600000,4870299.0,239.6352
2025-04-16,NVDA,104.49,106.79,100.45,2997727,104.55,1744833600000,397016870.0,103.8278
2025-04-16,V,331.33,337.2243,328.86,98020,335,1744833600000,5850819.0,333.0349
2025-04-16,AXP,252.92,258.94,249.63,74231,255.16,1744833600000,4244855.0,254.0551
2025-04-16,DIS,82.77,84.8,82.0072,131083,84.28,1744833600000,10144289.0,83.0233
2025-04-16,MCD,309.1,314.29,307.37,59232,313.57,1744833600000,3099078.0,310.1345
2025-04-16,KO,71.68,72.665,71.385,125309,72.36,1744833600000,15276216.0,72.078
2025-04-16,MRK,76.46,78.69,75.93,165052,78.47,1744833600000,16551293.0,77.0356
2025-04-16,VZ,43.61,44.89,43.52,115222,44.74,1744833600000,17271623.0,44.0634
2025-04-16,SHW,331.28,337.69,329.2925,29210,334.56,1744833600000,1385956.0,332.53
2025-04-16,HD,345.99,353.8,344.32,68134,351.84,1744833600000,2637577.0,347.9409
2025-04-16,UNH,585.04,594.81,582.96,101206,585.32,1744833600000,4192093.0,588.2894
2025-04-16,PG,166.39,169.68,165.79,85404,169.285,1744833600000,5897634.0,167.4511
2025-04-16,NKE,53.55,55.15,53.34,166127,54.72,1744833600000,19094887.0,54.151
2025-04-16,CVX,135.36,137.55,134.8,142264,135.4,1744833600000,8637220.0,136.1887
2025-04-16,GS,499.05,509.45,492.69,71207,501.72,1744833600000,2765570.0,500.5421
2025-04-16,CAT,290.14,295.7309,287.61,65134,292.71,1744833600000,3017437.0,291.2697
2025-04-16,MMM,130.46,134.4799,129.8675,70093,133.51,1744833600000,5635829.0,131.6419
2025-04-16,CRM,249.84,256.61,246.69,113888,251.93,1744833600000,7190940.0,251.1061
2025-04-16,JPM,229.61,233.58,227.93,130628,232,1744833600000,9322325.0,230.359
2025-04-16,TRV,252.48,260.39,251.38,50212,255.79,1744833600000,2258352.0,254.8965
2025-04-17,KO,73,73.425,71.72,140276,71.9,1744920000000,20754495.0,72.8157
2025-04-17,AMZN,172.61,176.21,172,527949,176,1744920000000,44726453.0,173.5808
2025-04-17,INTC,18.93,19.1,18.56,305449,18.91,1744920000000,85646667.0,18.8785
2025-04-17,AAPL,196.98,198.8335,194.42,537919,197.2,1744920000000,52164675.0,196.8888
2025-04-17,HON,196.6,198.33,194.975,52773,195.25,1744920000000,3215569.0,196.9449
2025-04-17,NVDA,101.49,104.47,100.05,1987625,104.45,1744920000000,292472120.0,101.6538
2025-04-17,CVX,137.87,140.24,136.45,122981,136.69,1744920000000,8434434.0,138.6659
2025-04-17,SHW,333.38,338.14,330.61,43440,338.14,1744920000000,2238662.0,333.4239
2025-04-17,DIS,84.81,85.78,83.36,139900,83.37,1744920000000,14810894.0,84.821
2025-04-17,MSFT,367.78,374.3215,366.89,310300,373.745,1744920000000,21120192.0,370.1449
2025-04-17,JPM,231.96,234.34,230.55,126831,230.8,1744920000000,9554346.0,232.4023
2025-04-17,MMM,130.21,132.95,130.08,67112,130.34,1744920000000,4952015.0,131.2491
2025-04-17,WMT,93.22,93.87,91.62,187939,91.83,1744920000000,21393917.0,92.9785
2025-04-17,VZ,44.04,44.48,43.58,108630,43.76,1744920000000,16504842.0,44.1604
2025-04-17,UNH,454.11,489.79,447.1,592908,481.95,1744920000000,29120168.0,460.6152
2025-04-17,MCD,311.3,312.99,307.13,54575,309.22,1744920000000,2728460.0,310.6306
2025-04-17,AMGN,277.29,278.68,268.5,75471,277.04,1744920000000,4371880.0,275.1309
2025-04-17,IBM,238.81,241.775,237.4,73935,239.68,1744920000000,4635204.0,239.7102
2025-04-17,CAT,294.25,297.695,291.9,51528,292.17,1744920000000,2717624.0,294.9825
2025-04-17,GS,509.49,514.8299,499.12,66944,503.24,1744920000000,2593496.0,509.255
2025-04-17,JNJ,157.47,159.44,154.16,136254,154.16,1744920000000,10981067.0,157.5848
2025-04-17,CSCO,55.76,56.405,55.685,118492,56.2,1744920000000,15910364.0,56.0069
2025-04-17,HD,355.06,357.5,348.37,67954,348.55,1744920000000,3232397.0,354.2313
2025-04-17,AXP,251.31,255.62,247.1,72407,252.95,1744920000000,3907488.0,252.2404
2025-04-17,TRV,255.86,257.51,251.79,35988,253.11,1744920000000,1682185.0,255.9512
