date,T,c,h,l,n,o,t,v,vw
2025-01-02,WMT,90,90.6,89.52,147273,89.98,1735851600000,14820438.0,90.0125
2025-01-02,AAPL,243.85,249.1,241.8201,685447,248.93,1735851600000,55090731.0,244.346
2025-01-02,CRM,330.66,338.92,327.81,97338,336.31,1735851600000,4807138.0,331.4372
2025-01-02,AMGN,259.28,263.58,258.31,43860,262.18,1735851600000,2357964.0,260.1184
2025-01-02,AMZN,220.22,225.15,218.19,449631,222.03,1735851600000,33956579.0,221.2745
2025-01-02,CSCO,59.1,59.68,58.57,121372,59.27,1735851600000,16144281.0,59.1087
2025-01-02,AXP,298.43,300.34,294.619,49559,300,1735851600000,1930118.0,297.8808
2025-01-02,CVX,146.71,148.07,145.475,108197,145.475,1735851600000,7170257.0,146.8887
2025-01-02,INTC,20.22,20.43,20,182854,20.23,1735851600000,46399729.0,20.2192
2025-01-02,DIS,110.82,112.2,110.17,90241,111.7,1735851600000,5676086.0,110.9989
2025-01-02,NVDA,138.31,138.88,134.63,1566998,136,1735851600000,198226166.0,137.1925
2025-01-02,MSFT,418.58,426.07,414.85,353076,425.53,1735851600000,16896469.0,419.6368
2025-01-02,MMM,129.7,131.62,128.98,46904,130.29,1735851600000,3249067.0,129.9834
2025-01-02,HD,388.46,392.67,386.38,58574,392.13,1735851600000,2418343.0,388.9817
2025-01-02,NKE,73.67,76.69,73.24,134830,76.25,1735851600000,10883418.0,74.1772
2025-01-02,CAT,359.77,368.85,358.09,45204,365.51,1735851600000,1793731.0,361.5654
2025-01-02,IBM,219.94,222.49,217.6,52970,221.82,1735851600000,2579498.0,219.6675
2025-01-02,HON,225.52,227.99,224.65,40190,227.07,1735851600000,2089908.0,225.9566
2025-01-02,KO,61.84,62.75,61.62,112814,62.35,1735851600000,12990975.0,61.9384
2025-01-02,JNJ,144.02,145.77,143.78,86156,145.23,1735851600000,6051330.0,144.3581
2025-01-02,VZ,40.21,40.56,39.98,104881,40.03,1735851600000,22470163.0,40.1936
2025-01-02,PG,165.98,168.7052,165.91,78857,168.085,1735851600000,5401712.0,166.4744
2025-01-02,SHW,333.16,342.02,331,39736,340.2,1735851600000,2263657.0,334.5776
2025-01-02,UNH,504.51,512.11,503.2901,79656,508,1735851600000,4237395.0,505.4621
2025-01-02,GS,574.97,584.31,569.74,56647,579.31,1735851600000,2219170.0,575.926
2025-01-02,TRV,240.89,242.71,240.01,21634,242.23,1735851600000,942498,241.0426
2025-01-02,MCD,292.51,295.7625,290.25,57114,290.95,1735851600000,3118262.0,292.9698
2025-01-02,V,314.4,319.68,312.41,96316,317.78,1735851600000,5373059.0,315.2188
2025-01-02,JPM,240,243.276,239.45,106680,240.92,1735851600000,9220914.0,240.6919
2025-01-02,BA,171.87,179.19,169.82,149021,178.31,1735851600000,12399954.0,172.4358
2025-01-02,MRK,99.17,100.35,98.83,66020,100.28,1735851600000,6153261.0,99.3676
2025-01-03,WMT,90.78,91.3,90.14,119882,90.15,1735938000000,10834630.0,90.8533
2025-01-03,AMGN,261.22,262.08,259.7945,38248,260,1735938000000,2979940.0,261.1461
2025-01-03,AXP,303.08,303.425,297.53,44099,300.68,1735938000000,1979833.0,301.8822
2025-01-03,INTC,20.56,20.665,20.06,183369,20.39,1735938000000,48983942.0,20.4393
2025-01-03,CAT,363.79,364.48,359.49,33814,361.59,1735938000000,1391959.0,362.763
2025-01-03,NVDA,144.47,144.9,139.73,1745661,140.01,1735938000000,229300628.0,143.4879
2025-01-03,AAPL,243.36,244.18,241.89,493786,243.36,1735938000000,40244114.0,243.0805
2025-01-03,CRM,332.9,333.44,329.27,76844,332.1,1735938000000,4102503.0,332.242
2025-01-03,CSCO,58.86,59.17,58.36,109504,58.84,1735938000000,18859541.0,58.8545
2025-01-03,AMZN,224.19,225.36,221.62,346975,222.505,1735938000000,27503606.0,223.7046
2025-01-03,TRV,242.29,243.08,240.115,18150,242.42,1735938000000,819690,242.152
2025-01-03,MSFT,423.35,424.03,419.54,285046,421.08,1735938000000,16662943.0,422.5164
2025-01-03,DIS,111.16,111.535,110.18,67112,111.37,1735938000000,5394318.0,111.08
2025-01-03,BA,169.9,173.98,169.8,104656,171.4,1735938000000,10513769.0,170.9765
2025-01-03,JPM,243.28,244.88,240.26,116550,243.89,1735938000000,9481053.0,242.4583
2025-01-03,PG,165.13,166.5,164.25,75976,166.25,1735938000000,5256807.0,165.3566
2025-01-03,MCD,294.78,294.96,290.7,49651,292.83,1735938000000,2240254.0,293.7862
2025-01-03,HD,389.18,391.01,385.81,49469,389.82,1735938000000,2232389.0,388.5784
2025-01-03,KO,61.75,62.075,61.62,97672,61.9,1735938000000,10403204.0,61.8226
2025-01-03,SHW,336.54,338.2,333.04,32603,334.63,1735938000000,1636097.0,336.4428
2025-01-03,HON,226.52,227.42,225.86,41068,225.98,1735938000000,2637525.0,226.6631
2025-01-03,GS,580.13,582.14,571.7301,43716,581,1735938000000,1422989.0,577.7059
2025-01-03,IBM,222.65,223.66,220.55,51780,220.55,1735938000000,3873578.0,221.7343
2025-01-03,MMM,129.87,130.86,129.2974,33744,129.7,1735938000000,2273763.0,130.1101
2025-01-03,VZ,40.26,40.625,40.11,87903,40.32,1735938000000,15229858.0,40.3693
2025-01-03,CVX,147.85,148.5,147.3,87137,147.54,1735938000000,5813935.0,147.9312
2025-01-03,MRK,99.14,99.75,98.69,63966,99.34,1735938000000,6072551.0,99.0979
2025-01-03,NKE,73.31,74.19,73.01,117078,73.92,1735938000000,10083479.0,73.3667
2025-01-03,V,314.91,315.92,312.01,82664,314.18,1735938000000,4271845.0,314.3096
2025-01-03,UNH,513,516.29,505.38,70470,506.35,1735938000000,3020428.0,513.28
2025-01-03,JNJ,144.19,144.575,143.62,72333,144.07,1735938000000,5879816.0,144.1874
2025-01-06,CSCO,58.77,59.58,58.585,114011,58.91,1736197200000,18543298.0,59.0082
2025-01-06,UNH,513.67,520.3,509.8225,78166,513,1736197200000,4444836.0,514.2719
2025-01-06,JPM,240.85,245.69,240.58,138858,243.695,1736197200000,9917836.0,242.3451
2025-01-06,CRM,330.53,336.6,327.28,113583,334.02,1736197200000,5785333.0,331.3503
2025-01-06,INTC,19.87,20.98,19.78,293938,20.83,1736197200000,83270990.0,20.2719
2025-01-06,NVDA,149.43,152.156,147.8201,2139589,148.59,1736197200000,265356909.0,150.2312
2025-01-06,AAPL,245,247.33,243.2,493920,244.31,1736197200000,45045571.0,245.1726
2025-01-06,AMZN,227.61,228.835,224.84,410686,226.78,1736197200000,31849831.0,227.0921
2025-01-06,MSFT,427.85,434.32,425.4774,372816,428,1736197200000,20573648.0,428.8399
2025-01-06,CVX,147.26,150.33,146.87,100028,148.4,1736197200000,5888731.0,148.4256
2025-01-06,GS,583.39,593.65,579.815,66947,584.98,1736197200000,2257017.0,585.7447
2025-01-06,MMM,130.29,131.409,129.88,41745,130.82,1736197200000,3067149.0,130.3673
2025-01-06,VZ,39.61,40.33,39.58,151988,40.29,1736197200000,27115031.0,39.8126
2025-01-06,SHW,337.82,341.75,337.02,32651,337.68,1736197200000,1841153.0,338.1904
2025-01-06,CAT,364.2,370.84,362.5801,39162,367,1736197200000,1590975.0,365.5649
2025-01-06,BA,170.78,173.9442,170.19,107704,173.5,1736197200000,11133425.0,171.3567
2025-01-06,PG,160.6,163.5,160.44,116708,162.81,1736197200000,8731671.0,161.2042
2025-01-06,WMT,91.43,92.47,90.67,165456,90.83,1736197200000,14499858.0,91.6909
2025-01-06,MRK,99.72,100.33,98.42,89515,98.77,1736197200000,10111144.0,99.5606
2025-01-06,V,313.04,315.39,312.07,117474,315.01,1736197200000,6567336.0,313.3355
2025-01-06,NKE,72,74.32,71.97,171599,73.75,1736197200000,14947258.0,72.6195
2025-01-06,TRV,241.88,246.08,240.81,25267,241.82,1736197200000,1442741.0,242.7861
2025-01-06,DIS,111.05,112.8537,110.87,91382,111.47,1736197200000,6274419.0,111.7169
2025-01-06,HON,221.74,226.92,221.36,52944,224.68,1736197200000,3829308.0,223.1865
2025-01-06,HD,389.37,393.99,388.03,64816,390.5,1736197200000,3274669.0,390.3957
2025-01-06,MCD,292.18,295.6,291.74,58789,293.28,1736197200000,2838933.0,293.2902
2025-01-06,AMGN,258.59,261.19,257.05,64840,259.05,1736197200000,4668535.0,258.9483
2025-01-06,KO,60.81,61.565,60.66,181518,61.5,1736197200000,17924237.0,61.0544
2025-01-06,JNJ,143.66,144.815,142.93,99710,143.51,1736197200000,7910493.0,143.7358
2025-01-06,IBM,222.67,224.35,220.75,57175,223,1736197200000,2847128.0,222.8488
2025-01-06,AXP,301.88,305.1536,300.1701,52894,304.32,1736197200000,2713975.0,302.644
2025-01-07,AMGN,262.06,265.2055,259.3537,52944,260.22,1736283600000,3173716.0,262.2901
2025-01-07,NKE,72.09,73.44,71.98,126872,72.4,1736283600000,10444764.0,72.4971
2025-01-07,AMZN,222.11,228.381,221.46,379570,227.9,1736283600000,28084164.0,223.4033
2025-01-07,HON,220.63,223.08,219.9065,51139,221.5,1736283600000,3016422.0,221.1559
2025-01-07,CSCO,58.93,59.245,58.645,101843,58.97,1736283600000,16863781.0,58.9168
2025-01-07,VZ,38.92,39.98,38.83,149582,39.71,1736283600000,31517083.0,39.275
2025-01-07,INTC,20.01,20.34,19.9,217468,20.02,1736283600000,61682060.0,20.0701
2025-01-07,AAPL,242.21,245.55,241.35,462887,242.98,1736283600000,40855960.0,242.9459
2025-01-07,KO,60.84,61.7175,60.615,153326,61.11,1736283600000,17799629.0,60.9945
2025-01-07,MCD,289.34,294.93,288.28,56397,293.78,1736283600000,3419450.0,290.4214
2025-01-07,UNH,514.25,519.5,511.22,70491,518.85,1736283600000,3914545.0,514.4726
2025-01-07,BA,172.51,175.02,170.8,83617,171.165,1736283600000,7036767.0,172.9038
2025-01-07,DIS,111.39,113.74,111.29,93779,112.15,1736283600000,7878807.0,111.9484
2025-01-07,AXP,302.02,304.375,296.85,46751,304,1736283600000,2059050.0,301.6454
2025-01-07,CRM,324.93,331.5,322.91,90710,330.5,1736283600000,4643133.0,326.616
2025-01-07,MSFT,422.37,430.65,420.8,299265,429,1736283600000,18139065.0,424.3997
2025-01-07,NVDA,140.14,153.13,140.01,3297977,153.03,1736283600000,351724174.0,143.8269
2025-01-07,JPM,243.17,245.26,240.9,126640,242.14,1736283600000,8753357.0,243.5342
2025-01-07,GS,580.12,588.28,568.4,63224,587.11,1736283600000,2021921.0,578.8533
2025-01-07,V,311.67,315.19,311.32,93223,312.89,1736283600000,4958641.0,312.7088
2025-01-07,CAT,363,366.09,361.09,37710,364.13,1736283600000,1607627.0,363.6158
2025-01-07,TRV,241.68,243.47,240.03,19599,241.25,1736283600000,1460751.0,241.75
2025-01-07,WMT,90.81,91.94,90.45,136630,91.7,1736283600000,11238044.0,90.9486
2025-01-07,PG,161.3,162.61,160.74,95683,161.46,1736283600000,8447744.0,161.3715
2025-01-07,MRK,101.02,102.97,100.05,97252,100.13,1736283600000,10890890.0,101.2416
2025-01-07,MMM,132.77,132.8,130.01,47450,130.09,1736283600000,3414840.0,132.2478
2025-01-07,CVX,149.59,150.4999,147.63,107203,148.505,1736283600000,7735997.0,149.4952
2025-01-07,HD,384.23,391.9,383.1,59502,390.9,1736283600000,2274312.0,385.8239
2025-01-07,SHW,334.4,342.77,331.47,26126,336.02,1736283600000,1625941.0,335.6284
2025-01-07,IBM,223.96,226.711,222.83,56098,223.35,1736283600000,3299701.0,224.5834
2025-01-07,JNJ,146.23,147.18,143.59,103642,143.755,1736283600000,8422010.0,146.1885
2025-01-08,CAT,361.07,362.88,357.7,45112,362.45,1736370000000,1828830.0,360.1612
2025-01-08,AMGN,264.21,264.25,259.82,44046,261.97,1736370000000,2421944.0,262.9837
2025-01-08,UNH,524.52,524.67,509.5123,78315,514.495,1736370000000,4141728.0,521.5539
2025-01-08,AXP,302.85,304.2,298.85,40147,301.9,1736370000000,2061411.0,302.5135
2025-01-08,MSFT,424.56,426.97,421.54,249659,423.46,1736370000000,15046575.0,424.4545
2025-01-08,AAPL,242.7,243.7123,240.05,406915,241.92,1736370000000,37613940.0,242.2993
2025-01-08,VZ,38.94,38.99,38.435,134662,38.91,1736370000000,22901604.0,38.7551
2025-01-08,AMZN,222.13,223.52,220.2,325539,223.185,1736370000000,25033292.0,222.0414
2025-01-08,NKE,71.29,71.82,71.01,141327,71.56,1736370000000,11854967.0,71.3503
2025-01-08,CSCO,59.2,59.24,58.27,95478,58.89,1736370000000,14376835.0,58.9836
2025-01-08,INTC,19.88,20.12,19.71,183341,19.825,1736370000000,47897071.0,19.88
2025-01-08,WMT,91.8,91.845,90.82,126175,91.11,1736370000000,13453627.0,91.5494
2025-01-08,DIS,109.76,111.11,108.64,97249,111,1736370000000,7805312.0,109.7487
2025-01-08,KO,61.71,61.77,60.93,126247,60.99,1736370000000,13922797.0,61.4646
2025-01-08,NVDA,140.11,143.95,137.56,1983809,142.58,1736370000000,227288848.0,140.6542
2025-01-08,JNJ,142.27,145.59,141.44,153652,145.49,1736370000000,11175552.0,142.4271
2025-01-08,PG,162.1,162.4,160.565,72806,160.99,1736370000000,4974783.0,161.753
2025-01-08,MCD,286.9,289.14,286.55,63809,288.97,1736370000000,2724217.0,287.2805
2025-01-08,SHW,337.54,337.61,332.2,27712,335.17,1736370000000,1413804.0,336.1897
2025-01-08,CRM,326.9,328.8,323.11,85911,327.74,1736370000000,3788206.0,326.1228
2025-01-08,HD,387.2,387.69,380.1,60599,383,1736370000000,2848462.0,385.8294
2025-01-08,HON,220.17,221.38,219.2,45435,220.09,1736370000000,3120530.0,220.2474
2025-01-08,IBM,223.18,224.9,220.83,50298,223.91,1736370000000,2619768.0,222.7919
2025-01-08,BA,171.76,173.78,169.61,68136,171.15,1736370000000,5108711.0,172.0692
2025-01-08,MMM,134.53,134.68,131.66,54266,132.03,1736370000000,4675990.0,133.8901
2025-01-08,TRV,242.77,244,238.94,23533,243.51,1736370000000,1373331.0,242.3794
2025-01-08,JPM,243.13,244.25,240.5,103904,242.75,1736370000000,8648684.0,242.5695
2025-01-08,GS,580.02,581.1975,572.67,47220,581.04,1736370000000,1513364.0,577.6761
2025-01-08,MRK,99.85,100.77,98.05,96634,100.7,1736370000000,8654722.0,99.5953
2025-01-08,CVX,150.3,151.18,148.03,109424,148.04,1736370000000,7640885.0,150.1048
2025-01-08,V,312.6,314.04,310.2146,86606,311,1736370000000,5161601.0,312.6775
2025-01-10,CRM,317.85,322.765,316.02,111994,322.765,1736542800000,6539973.0,318.8558
2025-01-10,UNH,520.69,535.45,518.47,118932,526.64,1736542800000,5467532.0,526.0468
2025-01-10,JNJ,142.06,143.67,140.68,112298,141,1736542800000,8821541.0,142.4185
2025-01-10,CAT,351,359.85,349.8,60801,357.83,1736542800000,2774045.0,352.7927
2025-01-10,MSFT,418.95,424.71,415.02,360659,424.63,1736542800000,20162632.0,419.2559
2025-01-10,DIS,108.65,110.54,107.62,109945,110,1736542800000,8835518.0,108.7855
2025-01-10,IBM,219.75,222.43,216.8,59502,222,1736542800000,3570497.0,219.5462
2025-01-10,NVDA,135.91,139.92,134.22,1832774,137.45,1736542800000,207559414.0,135.9072
2025-01-10,AAPL,236.85,240.16,233,685975,240.01,1736542800000,61705156.0,236.6063
2025-01-10,PG,158.56,161.21,157.47,112747,160.15,1736542800000,8501525.0,159.1621
2025-01-10,CVX,153.14,154.34,150.87,166110,153.41,1736542800000,11074716.0,152.7871
2025-01-10,NKE,71.2,72.39,71.09,161045,71.85,1736542800000,15669383.0,71.7317
2025-01-10,INTC,19.15,19.66,18.91,275119,19.66,1736542800000,71244581.0,19.1625
2025-01-10,VZ,37.81,38.23,37.585,149643,38.18,1736542800000,27338366.0,37.8439
2025-01-10,KO,61.07,61.65,60.73,167716,61.58,1736542800000,22424951.0,61.0332
2025-01-10,AMZN,218.94,221.71,216.5,493840,221.46,1736542800000,36811525.0,218.864
2025-01-10,AMGN,262.23,264.79,260.55,51534,260.79,1736542800000,2721957.0,262.2249
2025-01-10,BA,172,173.535,167.41,96233,171.49,1736542800000,7556765.0,170.9069
2025-01-10,TRV,232.43,240.055,231,34063,238,1736542800000,1818588.0,233.5299
2025-01-10,MCD,282.31,287.77,281.78,83547,287.5,1736542800000,3869002.0,283.5441
2025-01-10,WMT,93,93.575,92.2,185131,92.49,1736542800000,18140864.0,92.9726
2025-01-10,GS,560,576.25,558.01,80150,576.25,1736542800000,2817887.0,562.5433
2025-01-10,JPM,239.87,243.81,238.74,132851,243.09,1736542800000,10256829.0,240.4192
2025-01-10,HON,218.19,220,216.28,56923,219.97,1736542800000,3585164.0,218.0202
2025-01-10,MMM,131.21,133.9,130.63,58728,133.83,1736542800000,4661931.0,131.4346
2025-01-10,HD,389.89,392.91,384.615,115687,388.91,1736542800000,5323431.0,389.619
2025-01-10,SHW,330.16,333.35,328,33538,330.01,1736542800000,1685153.0,330.516
2025-01-10,AXP,293.3,301.315,293.16,56123,300.43,1736542800000,2685527.0,294.8707
2025-01-10,V,307.71,311.85,305.99,112075,311.2,1736542800000,6660255.0,307.9757
2025-01-10,MRK,99.25,100.405,98.81,94237,99.21,1736542800000,11317970.0,99.4593
2025-01-10,CSCO,58.74,59.06,58.54,106617,58.79,1736542800000,17274459.0,58.7658
2025-01-13,AMZN,218.46,219.4,216.47,373519,218.06,1736802000000,27262655.0,218.1426
2025-01-13,HD,389.18,395.86,387.7,85968,389.99,1736802000000,3512936.0,390.1388
2025-01-13,AXP,297.02,297.71,291.1557,48207,292.52,1736802000000,2202977.0,296.1061
2025-01-13,UNH,541.14,547.4,533.14,129539,535.045,1736802000000,6472465.0,542.034
2025-01-13,IBM,217.4,219.59,214.75,61386,217.89,1736802000000,3716816.0,217.2583
2025-01-13,KO,61.65,61.845,60.71,139354,61.13,1736802000000,18016173.0,61.527
2025-01-13,NVDA,133.23,133.49,129.51,1886117,129.99,1736802000000,204581014.0,131.968
2025-01-13,INTC,19.2,19.249,18.73,200312,18.92,1736802000000,50668970.0,18.9931
2025-01-13,TRV,233.33,234.57,230.2301,32051,230.95,1736802000000,1751156.0,232.9933
2025-01-13,CVX,155.35,157.35,154,152173,154.1,1736802000000,11774073.0,155.4233
2025-01-13,MRK,100.98,101.159,98.99,84410,99.46,1736802000000,8168081.0,100.6096
2025-01-13,AAPL,234.4,234.67,229.72,561231,233.53,1736802000000,49630725.0,232.7529
2025-01-13,AMGN,270.19,270.49,261.28,55399,262.11,1736802000000,3365901.0,267.9939
2025-01-13,MSFT,417.19,418.5,412.29,305299,415.235,1736802000000,17604780.0,415.8274
2025-01-13,CRM,319.07,320.55,313.8,83710,314.6,1736802000000,4583023.0,318.3494
2025-01-13,VZ,38.12,38.15,37.7412,107118,37.94,1736802000000,19734037.0,38.0188
2025-01-13,SHW,336.12,336.42,327.44,28711,329.72,1736802000000,1442751.0,333.8814
2025-01-13,CAT,362.5,363.195,351.8,56809,352.96,1736802000000,2745954.0,360.3498
2025-01-13,PG,158.84,160.09,158.41,101317,159.35,1736802000000,6772198.0,158.9587
2025-01-13,JPM,244.21,244.54,239,135017,239.67,1736802000000,10005315.0,243.2098
2025-01-13,NKE,72.08,72.6,70.78,131728,71.17,1736802000000,14493712.0,72.0186
2025-01-13,MMM,134.6,134.73,129.54,57645,130.73,1736802000000,4207293.0,133.5892
2025-01-13,WMT,91.53,92.43,91.1,163610,92.12,1736802000000,18617077.0,91.5678
2025-01-13,CSCO,58.76,58.93,58.17,109387,58.92,1736802000000,19340695.0,58.7331
2025-01-13,DIS,108.08,108.61,106.72,84292,107.93,1736802000000,6650232.0,107.8642
2025-01-13,MCD,283.63,284.5,280.35,60115,282.94,1736802000000,3394291.0,283.2685
2025-01-13,HON,219.1,228.97,217.42,74639,217.67,1736802000000,5392319.0,220.7057
2025-01-13,JNJ,144.47,145.07,142.31,121699,142.98,1736802000000,10376377.0,143.8728
2025-01-13,BA,170.57,172.5,167.91,76466,171.18,1736802000000,6049552.0,170.3768
2025-01-13,GS,562.95,566.1934,556.76,52508,557.88,1736802000000,1871155.0,561.7666
2025-01-13,V,306.92,306.92,303.84,91234,305,1736802000000,9568727.0,306.2733
2025-01-14,KO,62.04,62.065,61.3,123209,61.655,1736888400000,16637287.0,61.7866
2025-01-14,VZ,38.28,38.345,37.825,101596,38.33,1736888400000,15740091.0,38.113
2025-01-14,HON,218.5,220.51,214.6,60707,220.34,1736888400000,4021811.0,217.3749
2025-01-14,AMZN,217.76,221.82,216.2,332022,220.44,1736888400000,24711650.0,218.6245
2025-01-14,NVDA,131.76,136.38,130.05,1712993,136.05,1736888400000,195464885.0,132.2854
2025-01-14,UNH,543.74,544.55,536.55,84984,539.645,1736888400000,3978259.0,540.9389
2025-01-14,CSCO,59.33,59.34,58.75,95594,58.97,1736888400000,16715456.0,59.1781
2025-01-14,AMGN,267.1,271.61,264.91,50777,271.61,1736888400000,2942309.0,266.9323
2025-01-14,INTC,19.2,19.52,18.82,176450,19.36,1736888400000,47147526.0,19.1214
2025-01-14,MSFT,415.67,419.74,410.72,291482,417.81,1736888400000,16927056.0,415.4723
2025-01-14,BA,167.02,171.88,164.62,108499,171.37,1736888400000,7966857.0,167.1893
2025-01-14,AAPL,233.28,236.12,232.472,436332,234.75,1736888400000,39433494.0,233.8732
2025-01-14,JPM,247.47,247.72,242.19,169020,242.66,1736888400000,12395886.0,245.5261
2025-01-14,HD,392.78,394.2,389.63,67505,390.59,1736888400000,3405174.0,392.1919
2025-01-14,CVX,156.9,156.91,154.46,100892,155.205,1736888400000,6830219.0,156.04
2025-01-14,CAT,371.57,372,365.18,50620,365.49,1736888400000,2331660.0,369.9299
2025-01-14,SHW,341.64,343.01,336.4,29316,336.54,1736888400000,1501389.0,340.8581
2025-01-14,MRK,99.65,101.49,99.01,103856,101.26,1736888400000,10925100.0,99.6068
2025-01-14,V,309.09,310.16,307.52,78140,308.75,1736888400000,5107901.0,308.8309
2025-01-14,JNJ,144.75,144.81,142.86,106075,144.5,1736888400000,8681741.0,144.0355
2025-01-14,CRM,323.54,329.935,321.5,101288,325,1736888400000,5932821.0,324.8479
2025-01-14,GS,571.53,573.59,565.2,62563,569.66,1736888400000,2219822.0,570.3614
2025-01-14,AXP,300.36,300.54,296.73,52734,299.6,1736888400000,2370931.0,299.1438
2025-01-14,MMM,137.21,137.7,134.47,61842,134.62,1736888400000,4629047.0,136.6259
2025-01-14,DIS,108.12,108.96,107.61,73079,108.68,1736888400000,5501600.0,108.2064
2025-01-14,PG,159.74,160.07,158.31,85356,158.85,1736888400000,5982254.0,159.5469
2025-01-14,NKE,71.17,72.2101,70.53,135884,72.07,1736888400000,16732893.0,71.0883
2025-01-14,MCD,281.58,285.35,279.38,54730,285.02,1736888400000,2238889.0,281.0889
2025-01-14,TRV,236.93,237.23,231.04,33147,232.5,1736888400000,1550811.0,235.2354
2025-01-14,IBM,217.75,218.125,214.61,63415,218,1736888400000,3485829.0,216.8403
2025-01-14,WMT,90.79,91.98,90.565,137202,91.86,1736888400000,13549159.0,91.1092
2025-01-15,CSCO,59.98,60.34,59.5925,126886,59.8551,1736974800000,19185137.0,60.0467
2025-01-15,VZ,38.18,38.59,38.07,110199,38.3,1736974800000,27817068.0,38.2124
2025-01-15,AMZN,223.35,223.57,220.75,353985,222.83,1736974800000,31291257.0,222.669
2025-01-15,HD,406.09,408,401.76,89658,406.65,1736974800000,4584769.0,405.0931
2025-01-15,AAPL,237.87,238.96,234.43,418803,234.635,1736974800000,39822169.0,237.58
2025-01-15,BA,166.2,169.99,165.9701,81156,169.01,1736974800000,6451034.0,167.1202
2025-01-15,DIS,108.18,109.6,107.99,79472,109.17,1736974800000,6296861.0,108.487
2025-01-15,NKE,71.07,72.25,70.84,98237,71.99,1736974800000,13468081.0,71.22
2025-01-15,INTC,19.72,19.77,19.171,187385,19.4,1736974800000,56305989.0,19.5355
2025-01-15,MSFT,426.31,428.15,418.265,306574,419.13,1736974800000,19637838.0,425.5384
2025-01-15,JPM,252.35,253.6699,243.68,230374,250.4,1736974800000,18448520.0,251.2113
2025-01-15,IBM,220.03,221.6761,218.01,51620,220.87,1736974800000,2951825.0,219.8585
2025-01-15,MCD,282.3,284.65,280.61,51566,284.33,1736974800000,2867781.0,282.1918
2025-01-15,AMGN,268.94,272.8179,268.585,49304,269.33,1736974800000,3737536.0,269.6175
2025-01-15,NVDA,136.24,136.45,131.29,1417206,133.65,1736974800000,185129838.0,134.8017
2025-01-15,CAT,374.89,379.94,374.33,46026,379.14,1736974800000,1984512.0,376.567
2025-01-15,CRM,321.16,331.53,320.78,102929,329.88,1736974800000,6042674.0,323.2809
2025-01-15,WMT,91.34,91.725,90.81,133673,91.065,1736974800000,17348174.0,91.3097
2025-01-15,UNH,543.42,546.29,534.33,86284,537.095,1736974800000,4095365.0,542.2229
2025-01-15,GS,605.92,609.41,593,115600,598,1736974800000,5119840.0,602.5397
2025-01-15,V,316.28,317.1876,313.13,87791,313.68,1736974800000,5222278.0,315.9373
2025-01-15,HON,219.54,220.53,216.19,61358,219.78,1736974800000,4647771.0,218.696
2025-01-15,KO,61.77,62.62,61.68,125735,62.33,1736974800000,16187203.0,61.9869
2025-01-15,TRV,239.98,242.175,239.63,27831,240.13,1736974800000,1481121.0,240.4658
2025-01-15,PG,159.65,161.15,159.335,73991,160.59,1736974800000,8059231.0,159.7661
2025-01-15,SHW,346.93,354.0315,344.2255,34998,352.16,1736974800000,1741197.0,347.1102
2025-01-15,MMM,137.78,138.85,137.12,56183,138.21,1736974800000,4114327.0,137.8323
2025-01-15,JNJ,144.97,146.05,144.26,93294,145.31,1736974800000,7434562.0,145.0091
2025-01-15,CVX,158.33,158.69,156.38,109450,156.875,1736974800000,7882897.0,158.0498
2025-01-15,MRK,100.09,100.82,99.61,90281,100.095,1736974800000,9170335.0,100.0981
2025-01-15,AXP,312.32,313.96,304.21,67020,305,1736974800000,3099514.0,311.1612
2025-01-16,AAPL,228.26,238.01,228.03,786111,237.35,1737061200000,71752652.0,230.4964
2025-01-16,MMM,139.18,139.5,136.44,56201,138.025,1737061200000,4122742.0,138.5632
2025-01-16,CRM,320,327.72,319.55,94168,322.94,1737061200000,5051487.0,322.3429
2025-01-16,CVX,159.38,159.895,158.03,90696,158.03,1737061200000,5578902.0,159.1747
2025-01-16,AMZN,220.66,224.65,220.31,313322,224.42,1737061200000,24457276.0,221.8973
2025-01-16,JPM,254.27,257.035,252.33,189657,254,1737061200000,15292348.0,254.135
2025-01-16,INTC,19.67,19.95,19.4,156955,19.75,1737061200000,44898059.0,19.6783
2025-01-16,CAT,380.55,381.42,374.72,49269,376.31,1737061200000,1974718.0,379.5149
2025-01-16,HON,222.69,224.53,219.9238,65920,220,1737061200000,4611744.0,222.6569
2025-01-16,MSFT,424.58,429.49,424.39,247930,428.695,1737061200000,15296423.0,426.1059
2025-01-16,V,317.25,319.18,315.75,80198,315.75,1737061200000,4606670.0,317.5495
2025-01-16,PG,160.5,160.58,159.135,82295,159.62,1737061200000,5774429.0,160.1777
2025-01-16,AMGN,269.43,270.31,267.15,37740,268.92,1737061200000,2684500.0,269.0541
2025-01-16,NVDA,133.57,138.75,133.49,1535424,138.64,1737061200000,208706783.0,135.6789
2025-01-16,TRV,242.37,242.7,239.88,22092,239.89,1737061200000,970714,241.8355
2025-01-16,MCD,279.74,280.945,276.53,65349,280.24,1737061200000,3349681.0,278.9615
2025-01-16,WMT,91.3,91.72,90.12,140126,91.5,1737061200000,13267723.0,91.1027
2025-01-16,DIS,106.46,108.6,106.16,101706,108.29,1737061200000,7872767.0,106.9042
2025-01-16,SHW,354.17,355.255,344.52,32273,346.44,1737061200000,1469685.0,352.2593
2025-01-16,HD,409.33,410.105,403.916,58092,406.27,1737061200000,2305938.0,408.4119
